study	Stephan Comments	platform	location	rundate	fhet-th	hwe-th-ca	hwe-th-co	la1000_fifi:	la1000_postqc:	la1000_preqc:	lambda_fifi	lambda_postqc	lambda_preqc	lmiss-th	midi-th	miss-th	ncases_postqc	ncases_preqc	ncontrols_postqc	ncontrols_preqc	ngenotypes_postqc	nidex_fhet	nidex_fhet_cases	nidex_fhet_controls	nidex_miss	nidex_miss_cases	nidex_miss_controls	nidex_miss_hafi_noex	nidex_sexcheck_ex	nidex_sexcheck_undefined_ped	nidex_sexcheck_undefined_snp	nidex_sexcheck_warni	nnopt_postqc	nnopt_preqc	nobs_fifi_maf02:	nobs_postqc_maf02:	nobs_preqc_maf02:	nsnpex_hwe-ca	nsnpex_hwe-co	nsnpex_midi	nsnpex_miss	nsnpex_mono	nsnpex_prefilter	nsnpex_prekno	nsnpex_prekno_autosomes	nsnpin_prekno	nsnps_postqc	nsnps_preqc	p_imiss_caco_fifi	p_imiss_caco_postqc	p_imiss_caco_preqc	withpna
mdd_grdg_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc/split_ger2/qc	Fri_Dec_19_08:15:32_2014	0.2	-10	-6	1.038	1.038	1.038	1.018	1.018	1.018	0.02	0.02	0.02	471	471	470	470	696082166	0	0	0	0	0	0	0	0	0	0	0	0	0	720879	720873	720879	0	0	6	0	0	0	0	0	0	739726	739732	0.089	0.089	0.089	0
mdd_grnd_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc/split_ger2/qc	Fri_Dec_19_08:15:32_2014	0.2	-10	-6	1.142	1.142	1.142	1.086	1.086	1.086	0.02	0.02	0.02	831	831	474	474	965338515	0	0	0	0	0	0	0	0	0	0	0	0	0	721260	721251	721260	3	5	3	0	0	0	0	0	0	739723	739732	0.48	0.47	0.48	0
scz_cel3_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/celso_wave1/merged/qc	Wed_Apr_12_05:44:44_2017	0.2	-10	-6	1.234	1.233	1.233	1.458	1.457	1.461	0.02	0.02	0.02	2213	2233	1760	1773	1684714893	1	1	0	0	0	0	0	32	12	10	22	0	0	287555	287524	287865	3	43	16	404	112692	0	15	13	0	424041	537197	0.0028	0.0013	0.01	0
mdd_i2b3_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc/pcain/qc	Fri_Sep_26_08:29:13_2014	0.2	-10	-6	1.134	1.134	1.134	1.124	1.124	1.124	0.02	0.02	0.02	812	812	1083	1083	1120456650	0	0	0	0	0	0	0	0	0	1	1	0	0	537979	537789	538074	0	2	206	110	2701	0	0	0	0	591270	594289	0	0	0	0
mdd_jjp2_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_redo_jj_pfi_stard_0315/qc	Tue_Mar_24_12:13:08_2015	0.2	-10	-6	1.030	1.030	1.030	1.021	1.021	1.021	0.02	0.02	0.02	466	466	1382	1382	1227984912	0	0	0	0	0	0	0	0	0	0	0	0	0	603629	603043	603647	0	3	610	18	9610	0	6	6	0	664494	674733	0	0	0	0
mdd_mmo4_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/single_uploads/mars_0415/MARS_UNICO_OmniExpress/preimp_strict/qc/qc	Mon_Apr_20_10:08:40_2015	0.2	-10	-6	1.333	1.333	1.333	1.109	1.109	1.109	0.02	0.02	0.02	279	279	396	396	412354800	0	0	0	0	0	0	0	0	0	1	1	0	0	576577	573981	577529	0	3	2744	978	925	0	0	0	0	610896	615544	0	0	0	0
mdd_shpt_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.000	1.000	1.016	1.000	1.000	1.004	0.02	0.02	0.02	165	168	500	503	1169116550	0	0	0	6	3	3	7	0	0	1	1	0	0	1489542	1485464	1511931	103	890	4448	26872	649396	11026	0	0	0	1758070	2450000	0.82	0.55	0.024	0
mdd_twg2_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/twge_recode/qc	Thu_Mar_19_13:29:59_2015	0.2	-10	-6	1.071	1.071	1.071	1.125	1.125	1.125	0.02	0.02	0.02	1143	1143	3763	3763	3148057550	0	0	0	0	0	0	0	0	0	0	0	0	0	629846	629828	632665	0	19	0	2753	0	103	0	0	0	641675	644550	0.89	0.89	0.092	0
scz_cogs_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.075	1.075	1.055	1.041	1.041	1.031	0.02	0.02	0.02	533	543	566	581	452694585	1	1	0	0	0	0	0	24	3	0	3	0	0	288338	288326	288492	0	3	10	554	155128	0	1	0	0	411915	567609	0.95	0.71	0.8	0
scz_cub2a_eur_sr	x	PSYC	/psych/ripke/pgc/scz/wave3/single_datasets/cuba_1116/qc/qc	Tue_Nov_15_17:31:11_2016	0.2	-10	-6	1.424	1.424	1.419	1.161	1.161	1.160	0.02	0.02	0.02	337	338	436	438	291782764	0	0	0	3	1	2	3	0	0	2	2	0	0	293271	292955	294188	0	4	529	1126	45070	0	2	2	0	377468	424158	0.016	0.031	0.022	0
scz_cub2b_eur_sr	x	PSYC	/psych/ripke/pgc/scz/wave3/single_datasets/cuba_1116/qc/qc	Tue_Nov_15_17:31:11_2016	0.2	-10	-6	1.135	1.135	1.159	1.043	1.043	1.051	0.02	0.02	0.02	317	318	320	322	236368405	0	0	0	3	1	2	3	0	0	2	2	0	0	292768	292389	294182	0	3	707	2037	50430	0	0	0	0	371065	424158	0.16	0.16	0.12	0
scz_cub2c_eur_sr	x	PSYC	/psych/ripke/pgc/scz/wave3/single_datasets/cuba_1116/qc/qc	Tue_Nov_15_17:31:11_2016	0.2	-10	-6	2.585	2.585	2.585	1.054	1.054	1.054	0.02	0.02	0.02	20	20	115	115	44702955	0	0	0	0	0	0	0	0	0	0	0	0	0	291043	288299	294644	0	1	3981	4893	84818	43	0	0	0	331133	424158	0.17	3.2e-15	0.12	0
scz_del2_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/qc_del/qc	Fri_Mar_31_07:45:38_2017	0.2		-6							0.02	0.02	0.02	201	218	0	0	112793562	0	0	0	0	0	0	0	17	5	0	5	0	0					16		757		0				561162	561935				0
scz_del2_eur_sa	?	PSYC	/psych/ripke/scz/wave3/psych_chip/qc_del/QC/qc	Tue_Apr_11_18:26:48_2017	0.2	-10	-6	1.090	1.090	1.098	1.196	1.196	1.217	0.02	0.02	0.02	3296	3397	1638	1645	2135612824	2	1	1	0	0	0	0	106	5	3	8	0	0	277933	277926	278656	26	8	8	891	90614	0	1	1	0	432836	524381	0.022	0.014	0.13	0
scz_del3_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/USA_Delsi/qc	Fri_Mar_31_06:54:12_2017	0.2	-10	-6	1.068	1.068	1.098	1.145	1.145	1.217	0.02	0.02	0.02	3074	3397	1638	1645	2134785736	2	1	1	0	0	0	0	328	5	1	6	0	0	285048	285044	285952	1	8	7	1169	107778	0	1	1	0	453053	562013	0.45	0.36	7.9e-06	0
ocd_occc_eur_sr		OMEX	/psych/genetics_data/ripke/pgc/ocd/ocgas/caco/merge_with_usc/qc	Sat_Aug_30_12:32:34_2014	0.2	-10	-6	1.411	1.411	1.411	1.277	1.277	1.277	0.02	0.02	0.02	462	462	1247	1247	932481670	0	0	0	0	0	0	0	0	0	0	0	0	0	546258	545630	546355	3	5	620	97	0	0	0	0	0	545630	546355	0	0	0	0
scz_du2a_eur_sr	x	COEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/Dublin_GROUP_caco/qc	Fri_Jun_12_15:04:50_2015	0.2	-10	-6	1.272	1.272	1.269	1.078	1.078	1.079	0.02	0.02	0.02	345	352	245	252	186100160	0	0	0	0	0	0	0	14	21	99	120	0	0	269683	269340	270449	1	2	880	2517	220134	119	1	1	0	315424	538724	0.19	0.013	0.42	0
scz_du2aa_eur_sr	?	COEX	/psych/ripke/pgc/scz/wave3/single_datasets/Dublin_GROUP_caco/qc/test_0517/qc	Fri_May_26_07:26:44_2017	0.2	-10	-6	1.227	1.227	1.269	1.030	1.030	1.079	0.02	0.02	0.02	127	352	138	252	79529415	0	0	0	0	0	0	0	339	21	10	31	0	0	268118	266152	270428	0	1	3443	4682	231672	30	0	0	0	300111	538724	0.54	0.27	0.05	0
scz_Ebar_eur_sa	?	PSYC	/psych/ripke/scz/wave3/psych_chip/enrico/only_meged/qc	Thu_Apr__6_11:24:53_2017	0.2	-10	-6	1.158	1.158	1.178	1.059	1.059	1.068	0.02	0.02	0.02	355	367	394	397	279303598	0	0	0	1	0	1	1	14	0	0	0	0	0	294296	294236	295733	0	1	95	1963	204863	0	0	0	0	372902	579805	0.27	0.13	0.15	0
scz_Ebre_eur_sa	?	PSYC	/psych/ripke/scz/wave3/psych_chip/enrico/only_meged/qc	Thu_Apr__6_11:24:53_2017	0.2	-10	-6	1.154	1.154	1.163	1.040	1.040	1.043	0.02	0.02	0.02	371	381	200	201	209283491	0	0	0	0	0	0	0	11	0	1	1	0	0	295873	295745	294742	0	5	208	1052	213024	0	5	4	0	366521	580769	0.22	0.19	0.2	0
scz_cgs1c_eur_vt		OMEX	/psych/ripke/vasa/clozuk/COGS/gws_filtering/preimputation_qc/qc/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.085	1.085	1.085	1.076	1.076	1.076	0.02	0.02	0.02	524	524	3115	3115	1963775433	0	0	0	0	0	0	0	0	0	0	0	0	0	531250	531250	531250	0	0	0	0	0	0	0	0	0	539647	539647	0	0	0	0
scz_enr1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_enrc2/qc	Tue_May__9_16:40:56_2017	0.2	-10	-6	1.048	1.048	1.048	1.030	1.030	1.030	0.02	0.02	0.02	700	700	574	574	483544152	0	0	0	0	0	0	0	0	0	1	1	0	0	291149	291144	291191	0	1	4	52	269	0	1	0	0	379548	379874	0.056	0.077	0.072	0
scz_sb2a_eur_sr		OMEX	/psych/ripke/pgc/scz/wave3/single_datasets/scz_belangero/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.251	1.251	1.258	1.061	1.061	1.063	0.02	0.02	0.02	250	251	237	237	233592959	1	1	0	0	0	0	0	1	0	18	18	0	0	459098	457880	466031	62	92	1180	4970	5111	2438	2	1	0	479657	493434	0.45	0.51	0.0066	0
scz_enri_eur_sa	?	PSYC	/psych/ripke/scz/wave3/psych_chip/enrico/qc	Mon_May__8_10:22:04_2017	0.2	-10	-6	1.108	1.108	1.100	1.070	1.070	1.066	0.02	0.02	0.02	711	731	594	598	495735570	0	0	0	1	0	1	1	23	0	1	1	0	0	291058	291040	291524	0	14	10	428	164124	0	1	0	0	379874	544449	0.15	0.04	0.11	0
scz_Epr2_eur_sa	?	PSYC	/psych/ripke/scz/wave3/psych_chip/qc_escpric_rus/qc	Fri_Mar_31_06:45:20_2017	0.2	-10	-6	1.082	1.082	1.080	1.075	1.075	1.077	0.02	0.02	0.02	864	875	965	1070	691051070	1	1	0	0	0	0	0	115	2	4	6	2	2	287899	287884	288715	0	9	27	1277	186466	0	7	7	0	377830	565606	0.21	0.17	0.0041	0
scz_to10c_eur_sr		OMEX	/psych/ripke/pgc/scz/wave3/single_datasets/TOP_1116b/qc/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.030	1.030	1.030	1.048	1.048	1.048	0.02	0.02	0.02	970	970	5040	5040	3638826620	0	0	0	0	0	0	0	0	1	6	7	0	0	579282	579089	579321	0	16	186	41	22	0	0	0	0	605462	605727	3e-14	2e-14	2.3e-14	0
scz_top9c_eur_sr		OMEX	/psych/ripke/pgc/scz/wave3/single_datasets/TOP_1115/qc/qc/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.033	1.033	1.033	1.054	1.054	1.054	0.02	0.02	0.02	1027	1027	3781	3781	2827329976	0	0	0	0	0	0	0	0	0	0	0	0	0	570783	570783	570783	0	0	0	0	0	0	0	0	0	588047	588047	0	0	0	0
scz_ume2_eur_sa		OMEX	/psych/ripke/share/swapnil/umea/bcomp_umea_scz_OmniExp_OMX/bamfile/qc/pca1/unrelated/qc	Thu_Oct__6_15:11:39_2016	0.2	-10	-6	1.428	1.428	1.428	1.354	1.354	1.354	0.02	0.02	0.02	568	568	1524	1524	1306096268	0	0	0	0	0	0	0	0	155	5	160	0	0	587798	587647	588334	0	19	143	565	118	0	0	0	0	624329	625174	0.022	0.022	0.022	0
scz_euit1_eur_sa	x	COEX	/psych/ripke/share/swapnil/EUGEI/qc	Thu_Jul__6_09:09:13_2017	0.2	-10	-6	3.125	3.136	3.122	1.191	1.192	1.191	0.02	0.02	0.02	60	60	179	180	80895286	1	0	1	1	0	1	1	0	0	1	1	0	0	286822	284987	289488	1	34	2526	1956	224979	2559	0	0	0	338474	570038	0.04	0.35	0.0033	0
mdd_gai2_eur_sr		P600	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc/pcain/qc	Fri_Sep_26_08:29:13_2014	0.2	-10	-6	1.034	1.034	1.034	1.059	1.059	1.059	0.02	0.02	0.02	1715	1715	1761	1761	1344054492	0	0	0	0	0	0	0	0	0	4	4	0	0	381809	381798	382212	1	10	0	414	412	0	0	0	0	386667	387504	0.36	0.32	0.36	0
alz_zur1_eur_sr		PSYC	/psych/genetics_data/ripke/for_others/unschuld/preimp/qc	Tue_Oct__6_13:16:05_2015	0.2	-10	-6	1.310	1.310	1.310	1.024	1.024	1.024	0.02	0.02	0.02	54	54	136	136	61066190	0	0	0	0	0	0	0	0	0	0	0	0	0	278359	277902	278827	0	0	1208	911	237676	0	0	0	0	321401	560586	0.64	0.68	0.68	0
bip_gpc2_eur_sr		PSYC	/psych/genetics_data/ripke/pgc/bip/rework_0914_additional3/gpc/qc/qc	Sun_Oct_12_05:03:48_2014	0.2	-10	-6	1.044	1.044	1.044	1.032	1.032	1.032	0.02	0.02	0.02	434	434	2196	2196	754076230	0	0	0	0	0	0	0	0	39	3	42	0	0	278271	278271	278271	0	0	0	0	0	0	0	0	0	286721	286721	0.66	0.66	0.66	0
scz_eusp2_eur_sr	x	COEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/EUGEI/preimp_spain/qc/qc	Fri_Jul_15_05:05:56_2016	0.2	-10	-6	1.030	1.030	1.032	1.012	1.012	1.013	0.02	0.02	0.02	338	338	490	490	298743228	0	0	0	0	0	0	0	0	17	1	18	0	0	285870	285713	289866	24	110	101	3486	202080	3486	0	0	0	360801	570038	0.7	0.44	0.14	0
bip_greek_mix_kt		PSYC	/psych/genetics_data/projects/pgc_bip3/qc/greek/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.449	1.449	1.381	1.054	1.054	1.046	0.02	0.02	0.02	186	188	89	89	196172625	0	0	0	2	2	0	2	0	0	1	1	0	0	432381	425505	441608	223	459	10992	11626	0	7330	0	0	0	713355	743826	0.11	0.34	0.038	1
bip_kfo4_eur_sr		PSYC	/psych/genetics_data/ripke/pgc/bip/wave3/KFO_caco/preimp/qc/qc/qc	Tue_Mar_31_06:36:31_2015	0.2	-10	-6	1.231	1.231	1.231	1.062	1.062	1.062	0.02	0.02	0.02	252	252	288	288	150203700	0	0	0	0	0	0	0	0	227	0	227	0	0	252063	252063	252063	0	0	0	0	0	0	0	0	0	278155	278155	0.0089	0.0089	0.0089	0
scz_eutu2_eur_sr	x	COEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/EUGEI/preimp_turkey/qc/qc	Thu_Jul_21_06:16:08_2016	0.2	-10	-6	1.124	1.124	1.124	1.062	1.062	1.062	0.02	0.02	0.02	393	393	690	690	316723350	0	0	0	0	0	0	0	0	1	17	18	0	0	287416	287265	287522	0	6	147	106	0	0	0	0	0	292450	292709	0	0	0	0
bip_mgh3_eur_sr		PSYC	/psych/genetics_data/ripke/pgc/bip/rework_0914_additional3/merge_mgh/qc/qc/preimp_match/qc	Sun_Oct_12_08:59:46_2014	0.2	-10	-6	1.011	1.011	1.008	1.011	1.011	1.008	0.02	0.02	0.02	984	1013	943	1013	534422618	0	0	0	1	1	0	1	98	481	122	603	0	0	269220	269162	269235	0	1	65	120	0	0	5	4	0	277334	277520	0.14	0.15	0.09	0
img_f67b_eur_sr		PSYC	/psych/genetics_data/ripke/pgc/special_requests/for1617/qc	Tue_Jan_26_05:31:18_2016	0.2	-10	-6	1.331	1.331	1.329	1.054	1.054	1.054	0.02	0.02	0.02	115	115	282	286	138859087	0	0	0	4	0	4	4	0	0	0	0	0	0	291515	287879	308398	43	160	4437	14455	225888	9108	0	0	0	349771	603132	0.041	0.018	0.00052	0
img_f67b_eur_sr		PSYC	/psych/genetics_data/ripke/pgc/special_requests/for1617/qc	Tue_Jan_26_11:59:10_2016	0.2	-10	-6	1.331	1.331	1.329	1.054	1.054	1.054	0.02	0.02	0.02	115	115	282	286	138859087	0	0	0	4	0	4	4	0	0	0	0	0	0	291515	287879	308398	43	160	4437	14455	225888	9108	0	0	0	349771	603132	0.041	0.018	0.00052	0
scz_fep1_eur_sr	x	PSYC	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/scz_belangero/qc	Wed_Apr_13_08:52:16_2016	0.2	-10	-6	2.419	2.419	2.407	1.083	1.083	1.083	0.02	0.02	0.02	58	58	59	60	42669900	1	0	1	1	0	1	74	0	0	4	4	0	0	316003	315516	316599	6	25	558	531	225081	12306	0	0	0	364700	603132	0.00031	0.0015	0.2	0
mdd_muen2_eur_sr		PSYC	/psych/ripke/pgc/mdd/single_uploads/baune_muenster/qc/qc	Wed_Mar_22_10:09:19_2017	0.2	-10	-6	0.992	0.992	0.992	0.993	0.993	0.993	0.02	0.02	0.02	960	960	834	837	491663640	0	0	0	3	0	3	3	0	0	0	0	0	0	273797	273796	273815	0	1	0	0	0	0	0	0	0	274060	274061	0	0	0	0
scz_gaw1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_gawl/qc	Thu_Apr_13_07:53:41_2017	0.2	-10	-6	1.091	1.091	1.091	1.126	1.126	1.126	0.02	0.02	0.02	1255	1256	1555	1555	807088200	0	0	0	1	1	0	1	0	2	1	3	0	0	278297	278291	278297	0	2	4	0	0	0	16	14	0	287220	287226	0	0	0	0
scz_gaw2_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/qc_gawlick/qc	Tue_Mar_28_09:23:46_2017	0.2	-10	-6	1.164	1.164	1.174	1.145	1.145	1.156	0.02	0.02	0.02	1949	1966	573	581	1038809278	1	1	0	1	1	0	1	23	0	4	4	0	0	294870	294868	295264	0	1	1	1167	167067	0	1	1	0	411899	580135	0.034	0.022	0.026	0
scz_gaw2_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_gawl/qc/QC3/qc	Tue_Apr_18_09:53:32_2017	0.2	-10	-6	1.091	1.091	1.091	1.126	1.126	1.126	0.02	0.02	0.02	1255	1255	1555	1555	803342470	0	0	0	0	0	0	0	0	2	1	3	0	0	278273	278273	278273	0	0	0	0	0	0	0	0	0	285887	285887	0	0	0	0
mdd_roc3_eur_sr		PSYC	/psych/genetics_data/ripke/pgc/mdd/single_uploads/pharma_roche/qc/qc	Wed_Mar_25_10:44:30_2015	0.2	-10	-6	1.218	1.218	1.225	1.030	1.030	1.031	0.02	0.02	0.02	273	273	92	92	122120240	0	0	0	0	0	0	0	0	0	1	1	0	0	281514	279932	281643	0	0	2030	153	11626	0	0	0	0	334576	348298	0.0027	0.12	0.0027	0
scz_gaw3_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_gawl/qc/QC4/qc	Tue_May__2_11:39:33_2017	0.2	-10	-6	1.091	1.091	1.091	1.126	1.126	1.126	0.02	0.02	0.02	1255	1255	1555	1555	807037620	0	0	0	0	0	0	0	0	2	1	3	0	0	278277	278277	278277	0	0	0	0	0	0	0	0	0	287202	287202	0	0	0	0
scz_cel1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_cels/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.155	1.155	1.156	1.270	1.270	1.271	0.02	0.02	0.02	2030	2032	1517	1517	1052958873	0	0	0	2	2	0	2	0	9	7	16	0	0	287161	287155	287191	0	1	6	38	0	0	2	1	0	296859	296904	2.5e-05	2.5e-05	1.5e-05	0
scz_gawl_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.204	1.204	1.209	1.329	1.329	1.342	0.02	0.02	0.02	1597	1619	1636	1659	1285786731	1	1	0	0	0	0	0	44	2	4	6	0	0	280348	280170	280534	0	35	184	248	132374	0	33	30	0	397707	530544	0	0	0	0
scz_gpc1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.109	1.109	1.121	1.243	1.243	1.274	0.02	0.02	0.02	2246	2323	2198	2212	2010265620	4	3	1	0	0	0	0	89	0	5	5	0	0	284808	284802	287119	1	30	2	3308	109032	0	3	0	0	452355	564727	0.33	0.31	0.053	0
scz_gpc1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/gpc/swap.corr_scz/qc	Thu_May__4_14:53:28_2017	0.2	-10	-6	1.115	1.115	1.121	1.258	1.258	1.274	0.02	0.02	0.02	2307	2323	2198	2212	2040656880	4	3	1	0	0	0	0	28	0	5	5	0	0	284881	284875	287119	1	30	1	3194	108526	0	2	0	0	452976	564727	0.4	0.37	0.39	0
scz_gpc2_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/qc_gpc1/qc	Fri_Mar_31_06:36:53_2017	0.2	-10	-6	1.080	1.080	1.091	1.205	1.205	1.236	0.02	0.02	0.02	3031	3125	2198	2212	2404566108	5	4	1	0	0	0	0	105	1	5	6	4	4	284916	284910	287119	1	30	0	3047	101798	0	2	0	0	459852	564727	0.64	0.69	0.16	0
scz_cel2_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/celso_wave2/qc	Thu_Apr__6_12:14:59_2017	0.2	-10	-6	1.383	1.383	1.378	1.223	1.223	1.222	0.02	0.02	0.02	472	477	761	765	480338577	0	0	0	0	0	0	0	9	12	4	16	0	0	289421	289358	291940	0	5	137	3086	181335	0	4	4	0	389569	574106	0.81	0.24	0.73	0
scz_cels_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.235	1.235	1.232	1.457	1.457	1.455	0.02	0.02	0.02	2182	2202	1760	1773	1669578912	1	1	0	0	0	0	0	32	12	10	22	0	0	287547	287516	287865	3	43	18	417	113182	0	15	13	0	423536	537197	0.0011	6e-04	0.0061	0
scz_cog1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_cogs/qc	Thu_Apr_13_06:51:25_2017	0.2	-10	-6	1.024	1.024	1.024	1.011	1.011	1.011	0.02	0.02	0.02	428	428	476	476	357610648	0	0	0	0	0	0	0	0	3	0	3	0	0	286107	286091	286139	0	2	20	34	16272	0	0	0	0	395587	411915	0.78	0.82	0.84	0
scz_gro2_eur_sr	trio	COEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/Dublin_GROUP_caco/qc/qc	Fri_Jun_12_15:14:24_2015	0.2	-10	-6	1.063	1.063	1.052	1.019	1.019	1.016	0.02	0.02	0.02	329	335	277	286	193091598	0	0	0	0	0	0	0	15	0	56	56	0	0	267431	267256	268108	0	0	196	455	23825	0	0	0	0	318633	343105	0.4	0.33	0.4	0
scz_cog1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_cogs/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.024	1.024	1.024	1.011	1.011	1.011	0.02	0.02	0.02	428	428	476	476	357610648	0	0	0	0	0	0	0	0	3	0	3	0	0	286107	286091	286139	0	2	20	34	16272	0	0	0	0	395587	411915	0.78	0.82	0.84	0
scz_grtr_eur_sr	x	COEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/GROUP_trio/qc	Wed_Jun_29_20:47:31_2016	0.2	-10	-6	1.024	1.024	1.033	1.005	1.005	1.007	0.02	0.02	0.02	154	157	303	314	140756457	3	0	0	0	0	0	0	11	0	73	73	0	0	269355	269303	271203	2	3	0	1631	228889	148	0	0	0	308001	538724	1	1	1	0
scz_deli_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	2.377	2.377	2.678	1.360	1.360	1.646	0.02	0.02	0.02	142	218	1638	1645	730387400	1	0	1	0	0	0	0	82	5	0	5	0	0	285082	284587	285952	2	8	848	1188	149704	1	249	231	0	410330	562013	0.46	0.45	2.2e-08	0
scz_jjbpw_eur_sa	x	PSYC	/psych/ripke/scz/wave3/JJ_cases/analysis/qc/imputation/pop1/qc	Wed_Jan_31_16:05:52_2018	0.2	-10	-6	1.182	1.182	1.182	1.128	1.128	1.128	0.02	0.02	0.02	437	437	1799	1799	740388792	0	0	0	0	0	0	0	0	149	1	150	0	0	262221	261785	262301	0	6	485	87	25866	0	19	10	0	331122	357554	1.7e-12	8.3e-11	4.9e-12	0
scz_jjwe2_eur_sa	x	PSYC	/psych/ripke/scz/wave3/JJ_cases/analysis/qc/imputation/pop1/qc/imputation/QC/qc	Thu_Feb__1_11:24:15_2018	0.2	-10	-6	1.077	1.077	1.076	1.044	1.044	1.043	0.02	0.02	0.02	427	427	851	851	344038878	0	0	0	0	0	0	0	0	25	1	26	0	0	261474	261343	261480	0	4	133	6	0	0	0	0	0	269201	269344	6.6e-08	2e-08	6.6e-08	0
scz_jjwe3_eur_sa	x	PSYC	/psych/ripke/scz/wave3/JJ_cases/analysis/qc/imputation/pop1/qc/imputation/QC3/qc	Tue_Feb_13_06:59:10_2018	0.2	-10	-6	1.102	1.102	1.102	1.041	1.041	1.041	0.02	0.02	0.02	401	401	401	401	215829428	0	0	0	0	0	0	0	0	13	1	14	0	0	260902	260682	260907	0	0	225	5	0	0	0	0	0	269114	269344	0.00019	2.7e-05	0.00019	0
scz_jnj1a_eur_sa	x	PSYC	/psych/ripke/scz/wave3/JJ_cases/analysis/qc	Fri_Jan_26_05:00:18_2018	0.2	-10	-6	3.308	3.306	3.312	5.727	5.724	5.827	0.02	0.02	0.02	1994	2008	2106	2175	1465971400	1	1	0	0	0	0	0	83	182	1	183	0	0	264679	262637	264731	27	87	2146	72	161	0	43	41	0	357554	360043	0	0	0	0
scz_mcq1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/qc_UK_McQuilliin/qc	Wed_Mar_29_10:19:40_2017	0.2	-10	-6	1.035	1.035	1.036	1.064	1.064	1.067	0.02	0.02	0.02	3100	3104	1322	1324	1908026670	0	0	0	2	1	1	2	4	8	3	11	0	0	288164	288158	290909	1	5	9	3456	139907	0	19	15	0	431485	574859	1.6e-06	3.3e-06	3.8e-06	0
